Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абаничев,Максим,муж,33,170,Санкт-Петербург,руководитель группы,35000,нет
Абаренков,Сергей,муж,50,158,Омск,кондитер,300000,нет
Абахов,Максим,муж,53,178,Омск,руководитель группы,350000,да
Аббакумов,Максим,муж,32,188,Уфа,руководитель группы,600000,нет
Абгафаров,Михаил,муж,28,158,Казань,инженер,90000,нет
Абдраманов,Сергей,муж,30,183,Рязань,конструктор,70000,да
Абдрезяков,Максим,муж,56,171,Мурманск,кондитер,300000,да
Абдулахатов,Пётр,муж,47,179,Калининград,кондитер,25000,нет
Абдулгамидов,Пётр,муж,57,188,Казань,учитель,150000,нет
Абдулрагимова,Мария,жен,38,179,Калининград,ведущий инженер,900000,нет
Абдулхакова,Диана,жен,58,159,Омск,инженер,200000,нет
Абдусаламова,Кристина,жен,52,169,Санкт-Петербург,директор предприятия,100000,нет
Абеленцев,Пётр,муж,44,184,Рязань,руководитель группы,900000,да
Абеняшев,Никита,муж,37,186,Казань,конструктор,400000,нет
Абзалудинова,Ольга,жен,32,189,Омск,кондитер,200000,да
Абиев,Антон,муж,31,158,Омск,руководитель группы,600000,нет
Абина,Дарья,жен,43,170,Ачинск,конструктор,70000,нет
Аблезгова,Ольга,жен,57,179,Владимир,кондитер,30000,да
Абликина,Ольга,жен,43,170,Омск,руководитель группы,800000,да
Абмосов,Никита,муж,21,185,Мурманск,учитель,90000,нет
Абоймова,Анна,жен,57,184,Санкт-Петербург,учитель,300000,да
Аболина,Юлия,жен,50,183,Мурманск,руководитель группы,90000,нет
Аболишина,Марина,жен,56,162,Казань,руководитель группы,500000,нет
Абражаева,Анастасия,жен,49,180,Владимир,бухгалтер,40000,да
Абрамичева,Кристина,жен,45,173,Санкт-Петербург,руководитель группы,45000,нет
Аброскина,Марина,жен,37,160,Рязань,директор предприятия,45000,нет
Абрызякова,Марина,жен,32,185,Казань,кондитер,50000,да
Абудеева,Анастасия,жен,46,161,Владимир,директор предприятия,200000,нет
