Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абадулина,Диана,жен,57,183,Москва,директор предприятия,90000,нет
Абакунова,Анастасия,жен,28,182,Мурманск,бухгалтер,50000,да
Абаменков,Василий,муж,56,181,Рязань,директор предприятия,70000,нет
Абарисов,Михаил,муж,38,156,Уфа,бухгалтер,40000,нет
Абатуров,Михаил,муж,26,189,Рязань,руководитель группы,30000,нет
Абдалина,Ольга,жен,46,187,Рязань,инженер,90000,нет
Абдрезяков,Сергей,муж,52,173,Казань,учитель,40000,да
Абдул-галиева,Дарья,жен,58,180,Санкт-Петербург,бухгалтер,350000,нет
Абдулганеева,Дарья,жен,32,159,Ачинск,бухгалтер,100000,да
Абдулманов,Пётр,муж,27,178,Рязань,конструктор,45000,да
Абдулхамова,Анна,жен,23,173,Владимир,бухгалтер,150000,да
Абдурахимов,Александр,муж,28,164,Казань,учитель,800000,нет
Абдуянов,Пётр,муж,59,186,Москва,директор предприятия,350000,да
Абельманов,Михаил,муж,45,155,Ачинск,директор предприятия,40000,нет
Аберкина,Марина,жен,21,176,Москва,инженер,20000,да
Абисалова,Кристина,жен,26,177,Мурманск,кондитер,25000,нет
Абоимов,Максим,муж,18,164,Москва,кондитер,60000,да
Аболдов,Максим,муж,55,173,Владимир,кондитер,90000,нет
Аболымова,Кристина,жен,19,170,Омск,ведущий инженер,250000,да
Абоясова,Анастасия,жен,37,184,Владимир,руководитель группы,600000,да
Абрамичева,Марина,жен,22,185,Рязань,кондитер,30000,нет
Абрамова-бубенкова,Анастасия,жен,50,183,Уфа,ведущий инженер,30000,нет
Абросимов,Сергей,муж,43,166,Ачинск,руководитель группы,800000,да
Абрядина,Марина,жен,31,171,Москва,руководитель группы,300000,нет
Абсулова,Евгения,жен,19,185,Калининград,бухгалтер,70000,нет
Абубакиров,Антон,муж,36,184,Уфа,конструктор,35000,да
Абузов,Александр,муж,22,176,Казань,ведущий инженер,900000,да
Абульхайрова,Дарья,жен,38,161,Владимир,ведущий инженер,600000,нет
Абыденнова,Марина,жен,36,185,Мурманск,руководитель группы,80000,да
Авандеева,Ольга,жен,50,188,Владимир,конструктор,900000,нет
Авграшина,Анна,жен,32,178,Омск,учитель,250000,нет
Авдейчева,Марина,жен,31,163,Владимир,руководитель группы,900000,да
Авдиева,Мария,жен,36,189,Москва,инженер,400000,да
Авдотченкова,Диана,жен,50,184,Калининград,ведущий инженер,45000,да
Авдюгина,Кристина,жен,56,179,Ачинск,бухгалтер,70000,да
Аверичев,Сергей,муж,22,164,Ачинск,конструктор,50000,нет
Аверьясов,Александр,муж,58,157,Омск,конструктор,900000,нет
Авзурагов,Антон,муж,43,170,Казань,ведущий инженер,25000,да
Авсеенкова,Диана,жен,28,177,Калининград,директор предприятия,70000,нет
Автонов,Максим,муж,33,178,Уфа,инженер,70000,да
Авцинов,Александр,муж,56,174,Санкт-Петербург,учитель,700000,нет
Агабеков,Антон,муж,31,167,Рязань,кондитер,350000,да
Агавеляна,Анастасия,жен,52,168,Калининград,директор предприятия,50000,нет
Агаларов,Василий,муж,37,157,Омск,ведущий инженер,350000,да
Агапонова,Дарья,жен,44,189,Мурманск,кондитер,20000,нет
Агапьев,Михаил,муж,34,156,Уфа,руководитель группы,80000,нет
Агаронова,Мария,жен,48,159,Москва,бухгалтер,800000,да
Агачев,Антон,муж,59,174,Ачинск,кондитер,90000,нет
Агдгомелашвилиа,Анастасия,жен,53,180,Омск,инженер,300000,нет
Агейцев,Михаил,муж,49,189,Мурманск,руководитель группы,60000,да
Агешина,Дарья,жен,31,159,Омск,учитель,90000,нет
Агирбов,Василий,муж,20,161,Рязань,учитель,80000,нет
Аглеева,Диана,жен,27,158,Калининград,инженер,50000,нет
Агмазов,Максим,муж,58,155,Казань,бухгалтер,20000,нет
Агоничев,Василий,муж,49,185,Омск,кондитер,90000,да
Аграфенина,Юлия,жен,40,186,Уфа,бухгалтер,35000,да
Агудаличева,Мария,жен,38,189,Санкт-Петербург,бухгалтер,50000,да
Агупова,Мария,жен,33,156,Мурманск,ведущий инженер,200000,да
Агышов,Андрей,муж,58,162,Мурманск,кондитер,30000,да
Адалина,Анастасия,жен,23,159,Уфа,ведущий инженер,100000,нет
Адашкевича,Марина,жен,44,184,Владимир,учитель,600000,да
Адельшанова,Юлия,жен,38,186,Калининград,конструктор,45000,да
Адзитаров,Пётр,муж,18,179,Владимир,ведущий инженер,150000,да
Адиатулова,Дарья,жен,21,162,Санкт-Петербург,учитель,150000,нет
Адиянова,Кристина,жен,34,164,Рязань,ведущий инженер,200000,нет
Адложнов,Максим,муж,21,167,Владимир,учитель,90000,да
Ажгибесов,Сергей,муж,27,172,Рязань,директор предприятия,30000,нет
Ажовков,Василий,муж,23,184,Санкт-Петербург,ведущий инженер,600000,да
Азаничев,Александр,муж,36,155,Омск,ведущий инженер,350000,нет
Азарха,Ольга,жен,35,182,Омск,конструктор,70000,да
Азизбаев,Василий,муж,43,163,Омск,бухгалтер,70000,да
Азмамедова,Анна,жен,37,174,Калининград,кондитер,800000,нет
Азоренкова,Евгения,жен,25,162,Омск,учитель,700000,нет
Азубчиков,Андрей,муж,35,158,Рязань,ведущий инженер,250000,да
Азянов,Никита,муж,53,172,Ачинск,директор предприятия,600000,нет
Аитова,Юлия,жен,44,178,Уфа,бухгалтер,900000,да
Айдаева,Марина,жен,58,170,Омск,ведущий инженер,30000,да
Айзинов,Пётр,муж,36,155,Санкт-Петербург,конструктор,60000,да
Аймадинов,Андрей,муж,48,169,Казань,инженер,400000,да
Аймранов,Андрей,муж,41,168,Ачинск,учитель,600000,нет
Аканина,Евгения,жен,38,179,Мурманск,кондитер,25000,да
Акатова,Марина,жен,30,166,Ачинск,руководитель группы,200000,нет
Акбарова,Ольга,жен,47,171,Рязань,директор предприятия,70000,нет
Акелина,Дарья,жен,33,187,Рязань,учитель,70000,нет
Акимушкина,Мария,жен,53,171,Мурманск,ведущий инженер,700000,да
Акинфеев,Александр,муж,41,182,Уфа,руководитель группы,900000,нет
Акиншина,Марина,жен,37,176,Калининград,учитель,45000,да
Акиярова,Юлия,жен,44,161,Калининград,инженер,250000,нет
Акмалова,Юлия,жен,44,167,Владимир,кондитер,150000,да
Акперова,Анна,жен,35,155,Ачинск,конструктор,600000,да
Аксарев,Максим,муж,37,189,Владимир,инженер,70000,нет
Аксенов,Никита,муж,45,160,Санкт-Петербург,инженер,100000,да
Аксенчиков,Антон,муж,20,166,Владимир,руководитель группы,40000,да
Аксюзов,Александр,муж,28,167,Ачинск,бухгалтер,900000,нет
Аксянов,Сергей,муж,51,159,Москва,инженер,900000,да
Акулькина,Марина,жен,26,161,Мурманск,учитель,50000,да
Акуньков,Пётр,муж,32,158,Уфа,кондитер,350000,нет
Акципетров,Андрей,муж,44,164,Санкт-Петербург,ведущий инженер,300000,нет
Акшуев,Сергей,муж,55,178,Владимир,конструктор,30000,да
Алабьева,Ольга,жен,21,177,Рязань,кондитер,80000,нет
Аладышев,Никита,муж,18,164,Рязань,бухгалтер,20000,нет
Алаев,Андрей,муж,51,177,Калининград,ведущий инженер,20000,да
Алатайкина,Анастасия,жен,59,165,Владимир,кондитер,350000,нет
Алашинов,Михаил,муж,36,163,Санкт-Петербург,конструктор,35000,нет
Албова,Кристина,жен,55,169,Владимир,конструктор,30000,да
Албычев,Антон,муж,38,171,Рязань,директор предприятия,60000,нет
Алданцев,Василий,муж,41,179,Санкт-Петербург,кондитер,100000,да
Алейников,Александр,муж,19,155,Санкт-Петербург,ведущий инженер,700000,нет
Алекина,Анна,жен,54,168,Мурманск,бухгалтер,400000,да
Александрина,Марина,жен,40,166,Уфа,руководитель группы,60000,да
Алексашева,Кристина,жен,47,163,Омск,кондитер,70000,нет
Алексенцев,Александр,муж,26,173,Ачинск,кондитер,250000,нет
Алексеров,Максим,муж,20,189,Москва,руководитель группы,70000,да
Алембекова,Диана,жен,38,160,Омск,директор предприятия,45000,нет
Алепов,Василий,муж,53,163,Ачинск,кондитер,20000,нет
Алеутдинова,Диана,жен,32,157,Мурманск,бухгалтер,350000,да
Алешухина,Марина,жен,55,174,Владимир,ведущий инженер,80000,да
Аликбеков,Александр,муж,33,187,Владимир,конструктор,700000,да
Алилеков,Никита,муж,21,175,Уфа,инженер,40000,да
Алимов,Антон,муж,40,155,Москва,ведущий инженер,600000,да
Алисеев,Максим,муж,25,186,Рязань,ведущий инженер,30000,нет
Алисина,Юлия,жен,25,172,Мурманск,руководитель группы,25000,да
Алифунова,Дарья,жен,30,172,Омск,руководитель группы,50000,нет
Алишоева,Марина,жен,26,164,Казань,инженер,50000,нет
Алиякберова,Евгения,жен,52,162,Уфа,конструктор,80000,нет
Аллаткина,Анастасия,жен,22,189,Санкт-Петербург,инженер,700000,да
Аллиев,Александр,муж,33,183,Мурманск,бухгалтер,50000,да
Аллянова,Евгения,жен,28,169,Калининград,бухгалтер,500000,да
Алогызова,Диана,жен,23,189,Санкт-Петербург,бухгалтер,20000,нет
Алонкина,Анна,жен,37,174,Владимир,учитель,45000,да
Алсипова,Мария,жен,41,158,Казань,кондитер,250000,нет
Алтунов,Михаил,муж,30,156,Санкт-Петербург,инженер,600000,нет
