Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абабилов,Сергей,муж,57,169,Рязань,кондитер,35000,нет
Абазава,Дарья,жен,47,183,Мурманск,ведущий инженер,800000,нет
Абаносимова,Диана,жен,31,180,Санкт-Петербург,конструктор,35000,да
Абахов,Александр,муж,52,178,Мурманск,инженер,700000,да
Абаясов,Пётр,муж,23,158,Владимир,руководитель группы,500000,нет
Абдилладжанов,Александр,муж,53,175,Владимир,учитель,100000,да
Абдракипова,Марина,жен,56,168,Санкт-Петербург,учитель,50000,нет
Абдряхимова,Дарья,жен,39,178,Санкт-Петербург,руководитель группы,100000,нет
Абдулгапуров,Максим,муж,55,172,Санкт-Петербург,директор предприятия,30000,да
Абдулкаюмова,Анастасия,жен,34,169,Ачинск,инженер,700000,нет
Абдулхамова,Анна,жен,24,160,Казань,инженер,20000,да
Абдусаламова,Кристина,жен,20,164,Казань,инженер,800000,да
Абдутолипов,Пётр,муж,57,180,Омск,учитель,50000,нет
Абельхаиров,Михаил,муж,25,158,Владимир,конструктор,20000,нет
Абиев,Андрей,муж,29,178,Мурманск,ведущий инженер,30000,нет
Абилкаева,Анастасия,жен,56,172,Калининград,инженер,80000,нет
Аблизина,Евгения,жен,50,180,Санкт-Петербург,руководитель группы,50000,нет
Аблязов,Михаил,муж,44,186,Москва,инженер,80000,нет
Абоймов,Василий,муж,20,160,Санкт-Петербург,кондитер,400000,нет
Абонисимов,Никита,муж,52,155,Омск,кондитер,50000,да
Абочкина,Анна,жен,51,162,Владимир,руководитель группы,80000,нет
Абрерова,Ольга,жен,34,187,Москва,кондитер,45000,да
Абростмова,Ольга,жен,49,175,Рязань,кондитер,80000,да
Абулкадерова,Анна,жен,40,157,Казань,руководитель группы,20000,нет
Авагимова,Диана,жен,34,183,Ачинск,ведущий инженер,30000,нет
Авалов,Максим,муж,30,169,Санкт-Петербург,инженер,40000,нет
Авграшина,Марина,жен,40,166,Санкт-Петербург,ведущий инженер,25000,нет
Авдашева,Ольга,жен,57,161,Казань,ведущий инженер,25000,да
Авдотьев,Василий,муж,32,170,Москва,директор предприятия,90000,да
Аветисова,Анастасия,жен,53,183,Владимир,кондитер,35000,да
Авинова,Евгения,жен,21,175,Ачинск,ведущий инженер,400000,да
Авонесова,Диана,жен,23,180,Калининград,бухгалтер,80000,нет
Авралов,Михаил,муж,43,183,Казань,руководитель группы,800000,да
Автойкина,Юлия,жен,19,183,Рязань,руководитель группы,90000,нет
Автонишина,Диана,жен,47,161,Казань,учитель,70000,нет
Авцына,Дарья,жен,23,176,Москва,конструктор,600000,да
Агаларова,Юлия,жен,51,187,Рязань,директор предприятия,40000,нет
Аганишова,Юлия,жен,51,173,Уфа,кондитер,400000,да
Агарзаева,Мария,жен,52,156,Омск,руководитель группы,400000,нет
Агасьянца,Дарья,жен,47,174,Санкт-Петербург,кондитер,30000,нет
Агафетова,Юлия,жен,39,165,Уфа,ведущий инженер,600000,нет
Агашков,Александр,муж,58,155,Мурманск,руководитель группы,20000,нет
Агниуллина,Кристина,жен,39,175,Казань,ведущий инженер,20000,нет
Аграков,Михаил,муж,50,158,Москва,бухгалтер,100000,нет
Агутина,Мария,жен,50,177,Омск,учитель,60000,нет
Адамантов,Александр,муж,46,180,Ачинск,бухгалтер,900000,нет
Адасов,Александр,муж,23,168,Мурманск,ведущий инженер,25000,нет
Аджимамедова,Анна,жен,51,163,Москва,руководитель группы,500000,нет
Адмиралова,Мария,жен,22,159,Владимир,руководитель группы,600000,да
Адова,Анна,жен,30,168,Уфа,учитель,700000,да
Адрианова,Юлия,жен,55,182,Омск,ведущий инженер,80000,нет
Адушкаева,Дарья,жен,26,167,Ачинск,учитель,600000,да
Ажигирова,Марина,жен,45,189,Москва,бухгалтер,700000,да
Азабков,Александр,муж,44,169,Мурманск,бухгалтер,60000,да
Азарьева,Ольга,жен,47,167,Москва,конструктор,60000,нет
Азгельдов,Антон,муж,36,170,Ачинск,конструктор,50000,да
Азизов,Василий,муж,49,164,Калининград,ведущий инженер,40000,нет
Азис-ага,Мария,жен,54,160,Санкт-Петербург,инженер,800000,да
Азначеева,Кристина,жен,51,167,Санкт-Петербург,директор предприятия,20000,нет
Азяев,Андрей,муж,18,173,Санкт-Петербург,ведущий инженер,500000,нет
Аизатулина,Диана,жен,19,182,Уфа,кондитер,500000,нет
Айбиндерова,Юлия,жен,43,162,Казань,руководитель группы,45000,нет
Айдов,Максим,муж,40,156,Владимир,инженер,50000,да
Айметова,Дарья,жен,26,177,Рязань,директор предприятия,250000,нет
Айнатулина,Диана,жен,44,181,Уфа,ведущий инженер,300000,нет
Айрапетова,Ольга,жен,29,176,Владимир,директор предприятия,800000,нет
Айткулова,Дарья,жен,24,168,Уфа,бухгалтер,80000,нет
Акамов,Михаил,муж,59,180,Санкт-Петербург,директор предприятия,60000,да
Акатьева,Диана,жен,25,185,Уфа,кондитер,350000,да
Аквилева,Марина,жен,37,155,Уфа,руководитель группы,400000,нет
Акеньшина,Евгения,жен,58,179,Омск,руководитель группы,30000,да
Акиничев,Антон,муж,31,182,Владимир,учитель,100000,нет
Акинщикова,Диана,жен,24,162,Омск,руководитель группы,80000,нет
Акмаев,Андрей,муж,25,172,Москва,бухгалтер,50000,да
Аков,Антон,муж,38,174,Казань,инженер,250000,да
Акругина,Диана,жен,55,171,Казань,директор предприятия,80000,нет
Аксаментов,Пётр,муж,32,181,Мурманск,ведущий инженер,90000,нет
Актова,Кристина,жен,59,189,Ачинск,бухгалтер,70000,да
Акципетров,Пётр,муж,26,185,Омск,инженер,900000,нет
Алавердинов,Сергей,муж,53,173,Рязань,кондитер,200000,нет
Аладухов,Василий,муж,20,189,Москва,ведущий инженер,200000,нет
Алакаева,Анастасия,жен,51,183,Санкт-Петербург,директор предприятия,50000,нет
Алатина,Ольга,жен,36,186,Рязань,директор предприятия,900000,да
Албутов,Антон,муж,53,156,Владимир,кондитер,70000,да
Алеексеенков,Михаил,муж,19,187,Владимир,бухгалтер,35000,нет
Александренкова,Юлия,жен,38,181,Ачинск,конструктор,45000,да
Алексанина,Евгения,жен,58,166,Калининград,конструктор,350000,нет
Алексева,Юлия,жен,20,171,Москва,руководитель группы,60000,да
Алексейчев,Никита,муж,33,185,Санкт-Петербург,ведущий инженер,150000,нет
Алелюхина,Дарья,жен,57,189,Калининград,ведущий инженер,70000,нет
Алеопольдова,Мария,жен,26,179,Калининград,директор предприятия,900000,нет
Алеутдинов,Сергей,муж,42,170,Санкт-Петербург,инженер,80000,да
Алиакбярова,Евгения,жен,35,161,Омск,директор предприятия,60000,да
Аликуев,Михаил,муж,37,167,Уфа,директор предприятия,35000,да
Алимина,Мария,жен,18,162,Мурманск,бухгалтер,100000,нет
Алипченков,Александр,муж,21,176,Рязань,директор предприятия,50000,нет
Алитов,Андрей,муж,33,168,Казань,кондитер,35000,да
Алихкберова,Дарья,жен,53,171,Москва,руководитель группы,400000,нет
Алкеев,Максим,муж,38,161,Уфа,руководитель группы,20000,нет
Аллагулов,Антон,муж,27,185,Ачинск,руководитель группы,50000,да
Аллохина,Анастасия,жен,25,171,Санкт-Петербург,конструктор,250000,да
Аллянова,Мария,жен,28,157,Омск,руководитель группы,500000,нет
Алпакберов,Максим,муж,34,172,Мурманск,директор предприятия,40000,нет
Алтанцев,Никита,муж,53,177,Рязань,конструктор,90000,да
Алтыбаева,Кристина,жен,44,170,Владимир,конструктор,30000,нет
Алтышова,Мария,жен,52,171,Санкт-Петербург,ведущий инженер,20000,нет
Алференкова,Ольга,жен,20,187,Калининград,учитель,200000,нет
Алшантова,Дарья,жен,45,178,Калининград,ведущий инженер,600000,нет
Алыплва,Марина,жен,30,184,Санкт-Петербург,кондитер,900000,нет
Альбахова,Анастасия,жен,39,172,Мурманск,конструктор,90000,нет
Альвинов,Пётр,муж,43,158,Уфа,инженер,600000,да
Альзоба,Марина,жен,45,165,Омск,инженер,250000,нет
Альниченков,Пётр,муж,31,158,Владимир,бухгалтер,70000,нет
Альхожанова,Евгения,жен,46,174,Санкт-Петербург,конструктор,200000,да
Альшанников,Максим,муж,46,179,Уфа,учитель,600000,да
Алюханов,Андрей,муж,41,179,Москва,учитель,35000,нет
