Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абадеева,Марина,жен,55,186,Рязань,ведущий инженер,200000,нет
Абаев,Александр,муж,44,173,Казань,бухгалтер,40000,нет
Абалина,Евгения,жен,30,176,Владимир,кондитер,300000,да
Абарилова,Кристина,жен,26,184,Казань,бухгалтер,40000,да
Абатурина,Диана,жен,56,171,Казань,учитель,150000,да
Абдрехимова,Марина,жен,46,173,Омск,директор предприятия,300000,да
Абдулбяров,Александр,муж,51,176,Омск,инженер,400000,нет
Абдуллаев,Антон,муж,31,160,Калининград,учитель,35000,да
Абдулоджанова,Дарья,жен,28,174,Владимир,учитель,350000,да
Абдуназаров,Антон,муж,49,163,Омск,ведущий инженер,350000,нет
Абдусаламова,Анастасия,жен,20,186,Омск,ведущий инженер,600000,нет
Абдюханов,Пётр,муж,38,167,Рязань,ведущий инженер,90000,нет
Аберкина,Мария,жен,34,164,Москва,директор предприятия,45000,нет
Аблакатова,Диана,жен,42,185,Уфа,директор предприятия,60000,нет
Абличенкова,Анастасия,жен,18,186,Уфа,учитель,40000,нет
Абмакина,Юлия,жен,47,164,Москва,учитель,150000,нет
Абносова,Марина,жен,32,165,Рязань,кондитер,50000,нет
Аболоношев,Михаил,муж,57,182,Омск,инженер,35000,да
Аборкина,Юлия,жен,31,177,Калининград,ведущий инженер,30000,нет
Абражеев,Пётр,муж,58,161,Омск,инженер,60000,да
Абрамова-бубенкова,Кристина,жен,53,178,Москва,бухгалтер,90000,нет
Абрашкова,Юлия,жен,30,166,Ачинск,ведущий инженер,700000,нет
Абросина,Евгения,жен,50,179,Рязань,ведущий инженер,50000,нет
Абсаликова,Мария,жен,52,162,Омск,директор предприятия,30000,да
Абубеков,Антон,муж,24,162,Рязань,ведущий инженер,80000,нет
Абукадниев,Василий,муж,25,178,Казань,кондитер,25000,да
Абухова,Анна,жен,48,189,Санкт-Петербург,учитель,40000,да
Абыденов,Андрей,муж,53,167,Владимир,кондитер,250000,да
Авалдуева,Юлия,жен,41,167,Омск,ведущий инженер,400000,нет
Авдеков,Максим,муж,30,177,Казань,инженер,700000,да
Авдонченкова,Юлия,жен,53,179,Мурманск,инженер,200000,да
Авдушова,Ольга,жен,18,156,Владимир,инженер,60000,нет
Авдякова,Ольга,жен,39,177,Владимир,бухгалтер,250000,да
Аверкина-вернова,Ольга,жен,24,179,Калининград,кондитер,50000,нет
Аверчев,Александр,муж,37,177,Санкт-Петербург,руководитель группы,50000,да
Авизова,Диана,жен,21,180,Казань,бухгалтер,45000,да
Авласинкова,Анастасия,жен,35,158,Ачинск,конструктор,50000,да
Аврашков,Пётр,муж,38,172,Омск,учитель,800000,нет
Автамонова,Анна,жен,38,186,Калининград,кондитер,150000,да
Автодеева,Дарья,жен,35,174,Владимир,бухгалтер,60000,нет
Авчаров,Александр,муж,24,157,Омск,ведущий инженер,90000,нет
Авюхина,Диана,жен,18,182,Рязань,руководитель группы,35000,да
Агальцов,Михаил,муж,52,177,Рязань,учитель,20000,нет
Агапкина-кудинова,Мария,жен,52,186,Санкт-Петербург,учитель,900000,да
Агарова,Анастасия,жен,39,177,Омск,директор предприятия,150000,нет
Агафетова,Евгения,жен,56,185,Рязань,инженер,250000,нет
Агеносов,Сергей,муж,29,168,Санкт-Петербург,конструктор,20000,нет
Агибалова,Анна,жен,39,187,Владимир,руководитель группы,80000,нет
Аглинцева,Кристина,жен,52,165,Казань,руководитель группы,800000,да
Агнивцев,Никита,муж,19,184,Рязань,инженер,400000,нет
Аграбчев,Александр,муж,38,187,Омск,конструктор,80000,да
Аграфонов,Пётр,муж,21,159,Уфа,бухгалтер,600000,нет
Агудина,Кристина,жен,56,177,Владимир,директор предприятия,30000,да
Агурева,Анна,жен,56,161,Москва,бухгалтер,800000,нет
Адаксина,Анна,жен,43,160,Мурманск,директор предприятия,800000,да
Адегова,Мария,жен,52,155,Ачинск,директор предприятия,900000,нет
Адининскова,Диана,жен,52,187,Рязань,кондитер,60000,нет
Адлина,Диана,жен,27,176,Уфа,конструктор,800000,да
Аднатуллина,Ольга,жен,26,173,Казань,директор предприятия,45000,нет
Адомайтиса,Ольга,жен,57,157,Казань,директор предприятия,90000,да
Ажинцева,Диана,жен,51,165,Москва,директор предприятия,600000,нет
Азарскова,Мария,жен,36,167,Рязань,кондитер,20000,нет
Азарцов,Антон,муж,47,183,Ачинск,конструктор,40000,нет
Азеева,Анастасия,жен,32,164,Ачинск,кондитер,40000,нет
Азжаурова,Диана,жен,30,184,Мурманск,ведущий инженер,80000,да
Азманов,Сергей,муж,54,164,Казань,учитель,40000,нет
Азолина,Мария,жен,41,183,Мурманск,руководитель группы,60000,да
Азяков,Михаил,муж,40,175,Ачинск,директор предприятия,250000,да
Аинстдинова,Марина,жен,58,188,Москва,инженер,800000,нет
Аймараков,Никита,муж,59,189,Санкт-Петербург,инженер,45000,да
Айнбиндерова,Евгения,жен,19,167,Ачинск,кондитер,20000,да
Айнутдинова,Дарья,жен,21,185,Ачинск,ведущий инженер,35000,да
Айтжанова,Диана,жен,57,162,Рязань,учитель,200000,да
Аканов,Максим,муж,45,166,Уфа,учитель,400000,да
Акименков,Андрей,муж,30,177,Казань,кондитер,80000,да
Акимочев,Андрей,муж,43,169,Владимир,директор предприятия,350000,да
Акиншинцев,Максим,муж,44,178,Калининград,руководитель группы,80000,нет
Аклиева,Евгения,жен,21,155,Ачинск,руководитель группы,90000,да
Акованова,Мария,жен,52,162,Рязань,бухгалтер,350000,да
Аколова,Дарья,жен,18,188,Владимир,директор предприятия,80000,да
Аксамитов,Михаил,муж,56,179,Калининград,бухгалтер,90000,нет
Аксенов-журавлев,Андрей,муж,50,182,Казань,бухгалтер,50000,нет
Аксютов,Василий,муж,56,175,Мурманск,бухгалтер,250000,да
Акубжанова,Мария,жен,28,156,Омск,учитель,80000,нет
Акулиев,Василий,муж,55,182,Санкт-Петербург,бухгалтер,700000,да
Акуров,Василий,муж,59,155,Мурманск,руководитель группы,50000,нет
Аладжалова,Ольга,жен,27,182,Ачинск,кондитер,60000,нет
Алатина,Марина,жен,48,176,Владимир,директор предприятия,400000,нет
Алдакова,Ольга,жен,19,186,Владимир,учитель,200000,нет
Алдуненков,Михаил,муж,51,158,Ачинск,кондитер,200000,нет
Алейкина,Ольга,жен,55,164,Ачинск,бухгалтер,35000,нет
Алекаева,Дарья,жен,55,171,Рязань,ведущий инженер,800000,да
Александрушкина,Юлия,жен,28,189,Рязань,директор предприятия,300000,да
Алеманов,Сергей,муж,48,177,Мурманск,кондитер,500000,да
Алентова,Диана,жен,59,186,Санкт-Петербург,кондитер,100000,да
Алесенкоа,Мария,жен,44,157,Рязань,инженер,150000,нет
Алешечкина,Юлия,жен,52,167,Омск,бухгалтер,600000,да
Алешков,Никита,муж,50,177,Уфа,директор предприятия,100000,да
Алещенкова,Кристина,жен,20,156,Мурманск,конструктор,200000,нет
Алибаев,Андрей,муж,31,169,Уфа,инженер,200000,нет
Алименкова,Ольга,жен,48,174,Калининград,руководитель группы,600000,нет
Алипкина,Мария,жен,47,178,Калининград,кондитер,70000,да
Алиуллова,Анна,жен,27,155,Владимир,директор предприятия,35000,да
Алихкбяров,Василий,муж,55,175,Ачинск,конструктор,800000,да
Алкасов,Максим,муж,37,179,Омск,учитель,90000,нет
Аллаквердиева,Диана,жен,45,176,Калининград,учитель,250000,нет
Аллямов,Никита,муж,46,181,Ачинск,кондитер,90000,да
Аллятдинова,Диана,жен,22,169,Санкт-Петербург,инженер,20000,нет
Алпаткина,Марина,жен,33,166,Москва,конструктор,700000,да
