Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абайдулина,Диана,жен,28,178,Мурманск,руководитель группы,35000,нет
Абалмасов,Антон,муж,23,170,Калининград,учитель,400000,нет
Абаренова,Анна,жен,23,161,Казань,инженер,300000,нет
Аббесов,Никита,муж,29,182,Москва,учитель,500000,нет
Абгарова,Диана,жен,41,187,Москва,директор предприятия,45000,да
Абдракипова,Диана,жен,42,172,Москва,конструктор,45000,нет
Абдулвагапов,Василий,муж,58,169,Москва,инженер,90000,нет
Абдулимова,Юлия,жен,51,174,Уфа,директор предприятия,350000,да
Абдуллянова,Дарья,жен,33,157,Москва,бухгалтер,45000,нет
Абдупбяров,Михаил,муж,52,158,Ачинск,руководитель группы,80000,да
Абдухаликов,Сергей,муж,34,170,Омск,кондитер,800000,да
Аберков,Василий,муж,23,177,Рязань,бухгалтер,350000,да
Абина,Дарья,жен,43,189,Омск,директор предприятия,400000,да
Аблаухов,Александр,муж,33,182,Казань,инженер,70000,да
Аблеухов,Михаил,муж,29,156,Калининград,учитель,60000,нет
Аболишина,Кристина,жен,28,172,Омск,бухгалтер,900000,да
Абразякова,Марина,жен,49,163,Санкт-Петербург,бухгалтер,350000,нет
Абрамчев,Максим,муж,36,160,Калининград,руководитель группы,90000,да
Абронова,Мария,жен,23,172,Омск,конструктор,25000,нет
Абрухманова,Марина,жен,24,187,Омск,бухгалтер,200000,да
Абузерова,Диана,жен,55,181,Владимир,директор предприятия,700000,да
Абуханова,Кристина,жен,56,161,Санкт-Петербург,инженер,400000,нет
Ававакина,Диана,жен,57,187,Мурманск,учитель,400000,да
Авдишева,Ольга,жен,47,183,Санкт-Петербург,ведущий инженер,90000,да
Авдулина,Юлия,жен,43,171,Калининград,конструктор,30000,да
Аведисова,Кристина,жен,23,182,Казань,бухгалтер,800000,нет
Аверинцева,Ольга,жен,19,161,Ачинск,директор предприятия,30000,да
Аверьева,Мария,жен,55,180,Мурманск,директор предприятия,300000,да
Авзаметдинов,Никита,муж,26,186,Санкт-Петербург,руководитель группы,600000,да
Аврашков,Пётр,муж,59,176,Омск,кондитер,200000,да
Аврякова,Дарья,жен,39,172,Казань,бухгалтер,25000,нет
Автономов,Александр,муж,45,166,Казань,учитель,200000,нет
Авхадеева,Кристина,жен,49,170,Уфа,бухгалтер,800000,нет
Агакшиев,Сергей,муж,40,167,Ачинск,инженер,700000,нет
Агамяка,Юлия,жен,19,166,Рязань,инженер,250000,да
Агапкина-кудинова,Кристина,жен,28,175,Владимир,руководитель группы,70000,да
Агаронов,Максим,муж,25,179,Казань,директор предприятия,500000,нет
Агачев,Василий,муж,40,184,Мурманск,директор предприятия,60000,да
Агеечкина,Анастасия,жен,26,176,Рязань,кондитер,500000,нет
Агешкина,Диана,жен,43,181,Омск,конструктор,600000,да
Агишева,Кристина,жен,54,189,Мурманск,ведущий инженер,300000,да
Аголетдинова,Анна,жен,27,167,Москва,конструктор,20000,нет
Аграпинова,Дарья,жен,35,179,Москва,руководитель группы,500000,нет
Адаскина,Мария,жен,29,168,Калининград,бухгалтер,90000,нет
Адиньягуев,Василий,муж,34,175,Санкт-Петербург,бухгалтер,600000,да
Адиятулова,Анна,жен,25,174,Ачинск,кондитер,900000,да
Адрющенков,Сергей,муж,54,180,Ачинск,руководитель группы,700000,нет
Аерова,Мария,жен,49,177,Калининград,руководитель группы,100000,да
Ажнова,Ольга,жен,39,161,Ачинск,конструктор,20000,да
Азанчеева,Марина,жен,56,189,Рязань,кондитер,70000,нет
Азаркова,Юлия,жен,29,185,Ачинск,учитель,35000,нет
Азарьева,Мария,жен,50,160,Ачинск,директор предприятия,150000,нет
Азенов,Никита,муж,32,184,Ачинск,бухгалтер,90000,нет
Азматов,Пётр,муж,30,171,Санкт-Петербург,руководитель группы,35000,да
Азраикина,Диана,жен,34,162,Владимир,кондитер,250000,да
Айбазов,Михаил,муж,38,155,Уфа,инженер,50000,да
Айдержанова,Мария,жен,31,158,Владимир,инженер,250000,нет
Айзатуллов,Никита,муж,44,162,Рязань,руководитель группы,600000,нет
Айистдинова,Марина,жен,36,177,Омск,кондитер,500000,нет
Аймаранова,Ольга,жен,20,177,Омск,ведущий инженер,300000,нет
Айнутдинова,Дарья,жен,51,156,Санкт-Петербург,учитель,30000,нет
Акамов,Пётр,муж,27,169,Ачинск,кондитер,25000,да
Акбергенов,Василий,муж,40,179,Калининград,учитель,500000,нет
Акельчева,Диана,жен,39,163,Ачинск,учитель,800000,да
Акимфиева,Диана,жен,30,178,Казань,бухгалтер,30000,нет
Акинфова,Ольга,жен,28,155,Санкт-Петербург,руководитель группы,50000,нет
Акмаева,Анастасия,жен,19,171,Ачинск,директор предприятия,500000,нет
Аколаев,Андрей,муж,38,178,Уфа,учитель,45000,да
Аксарина,Диана,жен,48,179,Ачинск,учитель,500000,нет
Аксенцова,Мария,жен,31,182,Мурманск,учитель,80000,да
Аксянова,Анастасия,жен,19,182,Владимир,директор предприятия,50000,да
Акучева,Дарья,жен,59,163,Уфа,директор предприятия,60000,нет
Акшарумов,Сергей,муж,41,173,Калининград,руководитель группы,800000,да
Алабышев,Максим,муж,39,173,Мурманск,учитель,150000,нет
Алафьева,Марина,жен,35,164,Москва,директор предприятия,60000,да
Албуланов,Михаил,муж,40,157,Ачинск,ведущий инженер,35000,нет
