Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абаджев,Пётр,муж,23,172,Мурманск,бухгалтер,60000,да
Абалуев,Никита,муж,21,160,Мурманск,учитель,45000,нет
Абаронова,Марина,жен,59,156,Мурманск,учитель,700000,нет
Абашев,Андрей,муж,53,167,Казань,кондитер,40000,да
Абдрафиков,Сергей,муж,54,175,Омск,ведущий инженер,500000,да
Абдугаппарова,Евгения,жен,49,178,Мурманск,кондитер,700000,да
Абдулвелиева,Мария,жен,29,171,Москва,руководитель группы,90000,нет
Абдуллагаджиева,Ольга,жен,56,158,Владимир,бухгалтер,100000,да
Абдулханов,Александр,муж,31,165,Уфа,учитель,900000,нет
Абдухалыков,Максим,муж,49,174,Владимир,кондитер,35000,да
Абенова,Марина,жен,39,179,Владимир,конструктор,900000,да
Абзалтдинова,Диана,жен,32,171,Уфа,инженер,250000,да
Абидулина,Анастасия,жен,58,183,Москва,конструктор,700000,нет
Аблакатов,Василий,муж,35,189,Владимир,руководитель группы,900000,да
Аболдуев,Пётр,муж,34,176,Санкт-Петербург,бухгалтер,45000,да
Аболоншев,Андрей,муж,19,178,Казань,директор предприятия,600000,да
Аборина,Евгения,жен,24,159,Уфа,учитель,80000,да
Абрамичева,Ольга,жен,31,177,Санкт-Петербург,учитель,45000,да
Абрасиенков,Сергей,муж,41,163,Москва,инженер,400000,нет
Абрашина,Диана,жен,54,178,Ачинск,директор предприятия,45000,нет
Абубакарова,Юлия,жен,25,183,Москва,руководитель группы,40000,нет
Абузова,Евгения,жен,25,163,Ачинск,инженер,80000,да
Абянова,Анна,жен,46,187,Казань,учитель,900000,да
Авандеева,Марина,жен,36,172,Омск,директор предприятия,500000,да
Аввакулова,Евгения,жен,22,164,Рязань,инженер,35000,да
Авдеева-тимошина,Диана,жен,40,161,Калининград,бухгалтер,45000,да
Авдотьина,Юлия,жен,22,180,Казань,учитель,50000,да
Авдышов,Василий,муж,42,171,Ачинск,директор предприятия,60000,да
Аверкина,Дарья,жен,56,158,Омск,бухгалтер,40000,нет
Аверьянова-чирикова,Ольга,жен,42,157,Санкт-Петербург,руководитель группы,900000,нет
Авиловичев,Пётр,муж,24,174,Казань,бухгалтер,30000,нет
Авлампиев,Антон,муж,55,186,Санкт-Петербург,бухгалтер,35000,нет
Авсейчиков,Василий,муж,32,160,Омск,руководитель группы,250000,да
Автоманов,Александр,муж,32,158,Калининград,руководитель группы,70000,нет
Авчуков,Михаил,муж,20,155,Санкт-Петербург,руководитель группы,25000,нет
Агаджанов,Михаил,муж,39,189,Казань,инженер,60000,нет
Агамурадов,Никита,муж,33,182,Мурманск,конструктор,50000,нет
Агапиев,Василий,муж,37,186,Казань,руководитель группы,800000,да
Агараньяна,Анна,жен,39,158,Омск,руководитель группы,150000,да
Агашков,Сергей,муж,47,166,Владимир,руководитель группы,45000,да
Агеева,Юлия,жен,41,184,Москва,директор предприятия,350000,нет
Агмазов,Василий,муж,35,183,Рязань,руководитель группы,500000,да
Аголтушева,Евгения,жен,43,183,Москва,кондитер,100000,да
Агошкова,Евгения,жен,54,163,Уфа,кондитер,70000,нет
Агрискоа,Ольга,жен,41,166,Ачинск,директор предприятия,800000,нет
Агушина,Марина,жен,27,186,Санкт-Петербург,конструктор,500000,нет
Адамков,Сергей,муж,59,182,Мурманск,конструктор,700000,да
Адианов,Василий,муж,20,180,Калининград,учитель,40000,да
Адисова,Анна,жен,49,167,Владимир,инженер,250000,да
Адылина,Анастасия,жен,55,164,Санкт-Петербург,ведущий инженер,40000,да
Ажишев,Антон,муж,49,160,Рязань,конструктор,100000,нет
Азарцев,Александр,муж,30,158,Казань,ведущий инженер,600000,нет
Азизова,Анастасия,жен,40,157,Казань,бухгалтер,400000,да
Азробичева,Мария,жен,23,165,Москва,руководитель группы,400000,нет
Азяев,Пётр,муж,38,176,Ачинск,бухгалтер,700000,да
Айдарханов,Максим,муж,28,189,Владимир,кондитер,35000,да
Айдина,Дарья,жен,30,173,Ачинск,директор предприятия,50000,да
Айзетулина,Диана,жен,38,185,Омск,конструктор,900000,да
Айматлатдипова,Юлия,жен,32,170,Владимир,директор предприятия,700000,да
Айнудинов,Александр,муж,56,164,Рязань,руководитель группы,70000,да
Айтматов,Пётр,муж,59,178,Калининград,конструктор,350000,да
Акаемкина,Ольга,жен,20,178,Рязань,конструктор,35000,нет
Акашева,Ольга,жен,46,182,Мурманск,учитель,35000,да
Акбулатова,Диана,жен,20,156,Владимир,инженер,70000,нет
Акильшина,Марина,жен,39,167,Мурманск,конструктор,300000,да
Акимушкина,Мария,жен,45,166,Рязань,учитель,100000,да
Аккерманцев,Михаил,муж,53,176,Владимир,ведущий инженер,300000,нет
Акованцева,Дарья,жен,48,187,Калининград,инженер,45000,нет
Аксененкова,Дарья,жен,24,177,Рязань,учитель,80000,нет
Аксенычев,Максим,муж,45,174,Владимир,директор предприятия,400000,да
Аксючева,Дарья,жен,56,181,Санкт-Петербург,учитель,45000,да
Акчарова,Анастасия,жен,47,156,Рязань,учитель,100000,нет
Алаиторуев,Никита,муж,32,172,Владимир,бухгалтер,80000,да
Алатова,Диана,жен,51,177,Владимир,ведущий инженер,80000,нет
Албаца,Кристина,жен,48,180,Ачинск,учитель,60000,нет
Алгунов,Никита,муж,33,170,Казань,ведущий инженер,60000,нет
Алдонов,Максим,муж,39,171,Ачинск,директор предприятия,250000,да
Алегина,Кристина,жен,34,188,Санкт-Петербург,руководитель группы,500000,нет
Александриков,Василий,муж,36,158,Омск,руководитель группы,350000,да
Алексейчикова,Диана,жен,36,162,Рязань,бухгалтер,40000,да
Аленикова,Евгения,жен,56,182,Владимир,инженер,90000,да
Аленцева,Анастасия,жен,23,166,Казань,директор предприятия,90000,да
Алескарова,Ольга,жен,26,171,Владимир,бухгалтер,700000,да
Алешинкова,Анна,жен,46,180,Калининград,учитель,350000,нет
Алещопов,Василий,муж,27,171,Омск,кондитер,90000,да
Алимамедова,Кристина,жен,20,177,Калининград,конструктор,20000,да
Алимханов,Михаил,муж,22,179,Владимир,руководитель группы,90000,да
Алипанов,Никита,муж,50,158,Москва,директор предприятия,800000,нет
Алихашкина,Анна,жен,32,165,Омск,директор предприятия,50000,да
Аллахвердиев,Максим,муж,30,175,Уфа,учитель,40000,нет
Алманов,Андрей,муж,34,165,Омск,ведущий инженер,500000,да
Алонзова,Ольга,жен,35,183,Казань,ведущий инженер,90000,да
Алпатьева,Евгения,жен,20,167,Калининград,инженер,30000,да
Алтынов,Андрей,муж,19,164,Москва,ведущий инженер,50000,да
Алыменков,Василий,муж,49,177,Ачинск,ведущий инженер,250000,нет
Альбакринова,Дарья,жен,50,170,Калининград,кондитер,90000,нет
Альбегов,Василий,муж,48,182,Казань,ведущий инженер,60000,да
Альвинов,Александр,муж,50,167,Рязань,учитель,500000,нет
Алькина,Евгения,жен,57,176,Казань,директор предприятия,350000,да
Альмяшев,Василий,муж,41,184,Мурманск,руководитель группы,400000,да
Альшанников,Михаил,муж,30,158,Санкт-Петербург,руководитель группы,100000,нет
Алявдинов,Андрей,муж,46,185,Рязань,ведущий инженер,500000,нет
Алянчикова,Марина,жен,28,158,Казань,конструктор,30000,нет
Амангалиев,Пётр,муж,48,185,Уфа,руководитель группы,150000,да
Амарантова,Ольга,жен,23,157,Мурманск,директор предприятия,60000,нет
Амеев,Сергей,муж,40,165,Казань,учитель,300000,нет
Амерсланов,Сергей,муж,38,175,Омск,инженер,250000,нет
Амирасланов,Василий,муж,27,185,Ачинск,учитель,400000,да
Амманов,Михаил,муж,20,163,Омск,кондитер,400000,да
Ананиев,Максим,муж,27,177,Омск,кондитер,45000,да
Анастасенков,Андрей,муж,33,173,Рязань,конструктор,90000,да
Андреещев,Василий,муж,50,169,Москва,руководитель группы,35000,нет
Андрейцева,Марина,жен,42,187,Казань,руководитель группы,20000,да
Андриашина,Юлия,жен,55,180,Рязань,инженер,20000,нет
Андриянчикова,Дарья,жен,34,182,Уфа,ведущий инженер,400000,нет
Андрусив,Андрей,муж,27,183,Санкт-Петербург,бухгалтер,400000,нет
Андрюков,Сергей,муж,24,161,Казань,руководитель группы,200000,нет
Аненскова,Марина,жен,19,186,Мурманск,инженер,800000,нет
Анисенков,Сергей,муж,52,165,Москва,конструктор,300000,нет
Анищенкова,Мария,жен,28,161,Уфа,бухгалтер,350000,да
Анмаков,Александр,муж,41,184,Санкт-Петербург,бухгалтер,30000,да
Ансокова,Диана,жен,33,169,Калининград,учитель,200000,нет
Анташина,Диана,жен,39,171,Владимир,инженер,70000,нет
Антипина,Дарья,жен,39,157,Санкт-Петербург,руководитель группы,100000,да
Антонников,Александр,муж,28,186,Мурманск,бухгалтер,500000,нет
Ануфреева,Дарья,жен,50,177,Мурманск,учитель,100000,да
Анушов,Василий,муж,33,157,Санкт-Петербург,учитель,35000,да
Анцыфоров,Антон,муж,41,187,Санкт-Петербург,директор предприятия,400000,да
Анчишкина,Евгения,жен,47,155,Калининград,учитель,30000,нет
Апакина,Кристина,жен,54,185,Ачинск,учитель,300000,нет
Апанина,Ольга,жен,34,168,Омск,кондитер,20000,нет
Апасьев,Антон,муж,41,158,Уфа,директор предприятия,250000,нет
Апенина,Диана,жен,50,168,Калининград,учитель,400000,нет
Аполлонов,Михаил,муж,43,171,Рязань,руководитель группы,200000,нет
Аппалонов,Андрей,муж,26,183,Ачинск,учитель,350000,нет
Апраушева,Мария,жен,27,168,Санкт-Петербург,конструктор,25000,нет
Аранжереева,Евгения,жен,29,177,Омск,инженер,150000,нет
Арашков,Максим,муж,30,180,Казань,кондитер,30000,нет
Аргамаков,Антон,муж,34,172,Омск,ведущий инженер,300000,нет
Ардалина,Юлия,жен,25,155,Казань,конструктор,20000,да
Аредова,Анастасия,жен,25,183,Уфа,директор предприятия,35000,нет
Аренков,Антон,муж,40,180,Уфа,бухгалтер,400000,нет
Аржанкина,Ольга,жен,59,162,Ачинск,кондитер,35000,нет
Арзакаева,Юлия,жен,58,189,Рязань,бухгалтер,700000,да
Ариков,Андрей,муж,44,161,Рязань,учитель,350000,да
Арисов,Александр,муж,53,183,Рязань,ведущий инженер,350000,нет
Арифметчикова,Анна,жен,57,161,Мурманск,руководитель группы,60000,нет
Арленинов,Антон,муж,27,183,Мурманск,учитель,40000,да
Армодина,Мария,жен,19,161,Владимир,директор предприятия,500000,нет
Арнольдова,Евгения,жен,39,176,Мурманск,конструктор,45000,нет
Аронов,Александр,муж,19,187,Ачинск,ведущий инженер,25000,нет
Арпухина,Анна,жен,25,165,Омск,учитель,70000,нет
Арсенкова,Мария,жен,51,163,Казань,кондитер,200000,да
Артамоненкова,Мария,жен,59,179,Москва,инженер,45000,нет
Артихова,Анна,жен,55,155,Москва,кондитер,350000,нет
Артюков,Александр,муж,58,177,Ачинск,учитель,300000,да
Арутова,Ольга,жен,51,173,Рязань,конструктор,30000,да
Арцибасова,Мария,жен,25,176,Санкт-Петербург,ведущий инженер,35000,нет
Аршавцева,Мария,жен,27,156,Рязань,бухгалтер,250000,да
Аршарумова,Анастасия,жен,30,172,Москва,конструктор,20000,нет
Арялина,Дарья,жен,40,165,Санкт-Петербург,кондитер,35000,да
Аскаров,Андрей,муж,51,168,Санкт-Петербург,учитель,100000,нет
Асмакова,Мария,жен,39,166,Рязань,конструктор,150000,да
Аснова,Кристина,жен,49,171,Москва,бухгалтер,35000,да
Астауров,Максим,муж,29,171,Омск,ведущий инженер,500000,нет
Асташов,Михаил,муж,41,174,Казань,руководитель группы,400000,нет
Астрашабова,Ольга,жен,40,188,Москва,директор предприятия,60000,нет
Асьянова,Кристина,жен,33,164,Калининград,конструктор,700000,нет
Аталипова,Дарья,жен,33,166,Уфа,инженер,700000,нет
Аткулова,Диана,жен,29,162,Рязань,инженер,80000,да
Атрахов,Никита,муж,49,179,Мурманск,кондитер,60000,да
Атрощенкова,Анна,жен,38,188,Рязань,учитель,150000,да
Аубакиров,Михаил,муж,55,160,Уфа,руководитель группы,90000,нет
Аурцева,Кристина,жен,29,172,Уфа,бухгалтер,70000,нет
Афанаськов,Андрей,муж,40,180,Казань,инженер,400000,нет
Афиатуллов,Василий,муж,55,157,Санкт-Петербург,инженер,150000,да
Афоненкова,Евгения,жен,50,183,Уфа,конструктор,350000,да
Ахалясова,Юлия,жен,35,155,Омск,руководитель группы,250000,нет
Ахиетжанова,Ольга,жен,47,155,Рязань,конструктор,30000,нет
Ахламова,Мария,жен,33,165,Санкт-Петербург,бухгалтер,900000,да
Ахмадьярова,Марина,жен,39,184,Владимир,бухгалтер,70000,да
Ахметбаев,Михаил,муж,58,160,Уфа,конструктор,30000,да
Ахметганиева,Евгения,жен,27,178,Калининград,учитель,25000,да
Ахмядеев,Пётр,муж,45,172,Уфа,учитель,900000,нет
Ахполова,Анастасия,жен,52,160,Ачинск,инженер,80000,да
Ахрюшина,Юлия,жен,40,186,Казань,кондитер,900000,да
Ахтулов,Василий,муж,25,183,Калининград,кондитер,900000,нет
Ашарфудинов,Никита,муж,20,161,Казань,бухгалтер,90000,да
Ашиткова,Ольга,жен,46,182,Уфа,кондитер,400000,да
Ашметков,Андрей,муж,46,169,Калининград,ведущий инженер,20000,да
Бабалыков,Андрей,муж,30,161,Рязань,конструктор,60000,нет
Бабарыкина,Кристина,жен,24,180,Мурманск,директор предприятия,45000,да
Баблоев,Пётр,муж,56,182,Москва,кондитер,90000,нет
Бабрина,Мария,жен,23,176,Рязань,ведущий инженер,300000,нет
Бавлов,Андрей,муж,24,159,Ачинск,бухгалтер,45000,нет
Багларова,Юлия,жен,28,177,Москва,конструктор,200000,да
Багоза,Дарья,жен,52,180,Владимир,конструктор,400000,да
Бадов,Александр,муж,22,169,Омск,кондитер,200000,да
Бадрединова,Мария,жен,38,155,Москва,директор предприятия,150000,да
Бадуев,Сергей,муж,45,174,Ачинск,конструктор,70000,да
Баенов,Александр,муж,28,179,Владимир,директор предприятия,90000,да
Бажонова,Марина,жен,20,188,Мурманск,руководитель группы,700000,нет
Базанова,Диана,жен,38,166,Мурманск,конструктор,350000,да
Базгаев,Василий,муж,21,184,Уфа,директор предприятия,80000,нет
Базелева,Дарья,жен,33,158,Уфа,директор предприятия,25000,да
Базикалов,Антон,муж,35,186,Уфа,ведущий инженер,800000,нет
Базылева,Юлия,жен,39,161,Владимир,учитель,300000,нет
Баинова,Кристина,жен,23,172,Владимир,кондитер,35000,да
Байдавлешов,Антон,муж,35,161,Ачинск,инженер,400000,нет
Байзина,Ольга,жен,38,175,Рязань,руководитель группы,30000,да
Байкальцев,Александр,муж,59,176,Омск,кондитер,35000,нет
Баймиева,Кристина,жен,46,165,Санкт-Петербург,учитель,400000,нет
Баканчев,Никита,муж,19,164,Казань,учитель,90000,да
Бакашкова,Диана,жен,18,176,Санкт-Петербург,учитель,30000,нет
Бакеркина,Кристина,жен,31,174,Уфа,инженер,35000,нет
Баклиманов,Пётр,муж,37,161,Владимир,руководитель группы,600000,да
Баков,Михаил,муж,21,159,Казань,учитель,500000,да
Бакуха,Мария,жен,36,183,Омск,ведущий инженер,150000,да
Балабайкина,Ольга,жен,45,177,Москва,бухгалтер,80000,да
Балагура,Ольга,жен,49,172,Казань,кондитер,800000,нет
Балахина,Марина,жен,57,165,Мурманск,ведущий инженер,20000,да
Балашов,Михаил,муж,23,178,Рязань,руководитель группы,45000,нет
Балебанова,Ольга,жен,55,173,Калининград,ведущий инженер,80000,нет
Балеткина,Дарья,жен,18,188,Санкт-Петербург,директор предприятия,250000,нет
Балобичева,Марина,жен,20,156,Калининград,бухгалтер,20000,нет
Балуда,Анна,жен,26,188,Ачинск,конструктор,90000,да
Бальнова,Евгения,жен,45,171,Ачинск,конструктор,200000,нет
Банадысева,Кристина,жен,47,160,Казань,руководитель группы,30000,нет
Банина,Анастасия,жен,41,161,Ачинск,ведущий инженер,300000,нет
Банышков,Никита,муж,35,179,Калининград,кондитер,900000,да
Барабашина,Евгения,жен,54,159,Омск,бухгалтер,800000,нет
Барабохина,Ольга,жен,38,170,Казань,руководитель группы,600000,нет
Баранавкина,Анна,жен,40,189,Рязань,руководитель группы,400000,нет
Барашева,Анастасия,жен,39,159,Москва,ведущий инженер,150000,да
Барбара,Диана,жен,21,176,Владимир,учитель,200000,да
Барбасова,Марина,жен,25,165,Мурманск,ведущий инженер,20000,нет
Барбинягра,Евгения,жен,20,182,Уфа,ведущий инженер,35000,да
Барзова,Кристина,жен,21,162,Ачинск,инженер,150000,да
Барляева,Марина,жен,54,184,Ачинск,учитель,40000,нет
Бармусова,Юлия,жен,24,184,Омск,руководитель группы,40000,да
Барпала,Евгения,жен,18,176,Рязань,ведущий инженер,50000,да
Бартухина,Ольга,жен,45,173,Мурманск,учитель,40000,да
Бархаев,Никита,муж,37,163,Москва,конструктор,400000,нет
Барышников,Антон,муж,54,171,Омск,инженер,80000,нет
Барянчиков,Михаил,муж,20,179,Мурманск,кондитер,20000,да
Баскаева,Кристина,жен,54,155,Москва,руководитель группы,800000,нет
Басстаева,Юлия,жен,23,189,Уфа,инженер,200000,нет
Баталов,Пётр,муж,31,181,Казань,инженер,300000,нет
Батарова,Марина,жен,42,189,Казань,инженер,50000,нет
Батиева,Дарья,жен,24,162,Санкт-Петербург,ведущий инженер,25000,нет
Батрижена,Диана,жен,35,172,Санкт-Петербург,директор предприятия,250000,нет
Батуров,Михаил,муж,44,169,Москва,учитель,100000,нет
Батыкина,Ольга,жен,58,168,Казань,директор предприятия,100000,да
Батюев,Александр,муж,28,169,Санкт-Петербург,директор предприятия,150000,да
Батялова,Диана,жен,18,183,Мурманск,инженер,25000,нет
Бахаров,Андрей,муж,23,175,Омск,бухгалтер,700000,нет
Бахлов,Антон,муж,52,162,Мурманск,руководитель группы,80000,да
Бахромеев,Сергей,муж,58,165,Уфа,бухгалтер,70000,да
Бахтюкова,Мария,жен,47,170,Рязань,кондитер,20000,нет
