Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абадашев,Никита,муж,48,170,Калининград,учитель,80000,да
Абаева,Анна,жен,34,181,Омск,руководитель группы,100000,нет
Абаков,Василий,муж,24,174,Уфа,ведущий инженер,90000,да
Абанов,Андрей,муж,47,175,Ачинск,ведущий инженер,35000,нет
Абаренкова,Анастасия,жен,43,184,Казань,директор предприятия,800000,да
Абашкова,Кристина,жен,45,163,Омск,ведущий инженер,70000,нет
Абдеева,Ольга,жен,46,183,Владимир,учитель,700000,нет
Абдразаков,Антон,муж,37,167,Ачинск,директор предприятия,900000,нет
Абдукаринов,Максим,муж,20,187,Казань,руководитель группы,100000,да
Абдулахитов,Александр,муж,57,182,Ачинск,учитель,60000,нет
Абдулгаллямова,Анна,жен,56,188,Уфа,бухгалтер,100000,нет
Абдулмянов,Сергей,муж,49,160,Рязань,кондитер,45000,да
Абдулнадеров,Михаил,муж,58,180,Мурманск,кондитер,300000,да
Абдурагимов,Сергей,муж,35,161,Калининград,руководитель группы,25000,да
Абдусаматов,Максим,муж,32,183,Москва,инженер,30000,да
Абдюкова,Мария,жен,50,188,Москва,руководитель группы,70000,нет
Абельцев,Василий,муж,24,155,Омск,руководитель группы,30000,да
Абзалетдинова,Мария,жен,33,176,Владимир,бухгалтер,100000,да
Абисалова,Марина,жен,50,185,Рязань,инженер,900000,да
Аблакулов,Никита,муж,47,172,Москва,бухгалтер,700000,нет
Аблялимов,Андрей,муж,55,188,Мурманск,инженер,900000,да
Абоев,Максим,муж,49,169,Казань,кондитер,100000,да
Аболмасова,Евгения,жен,34,169,Казань,директор предприятия,40000,да
Аборвалов,Антон,муж,45,171,Москва,руководитель группы,20000,нет
Абоянцева,Кристина,жен,21,165,Владимир,руководитель группы,45000,да
Абраменков,Василий,муж,21,177,Уфа,ведущий инженер,45000,да
Абрамова-бубненкова,Кристина,жен,37,158,Ачинск,инженер,400000,да
Абрамчикова,Ольга,жен,20,167,Омск,ведущий инженер,700000,да
Абрашнев,Василий,муж,22,159,Москва,ведущий инженер,700000,да
Абричкина,Евгения,жен,29,166,Рязань,конструктор,70000,да
Абррахманова,Диана,жен,28,160,Мурманск,директор предприятия,400000,нет
Абубякирова,Марина,жен,21,163,Калининград,бухгалтер,45000,да
Абудрахимов,Михаил,муж,22,164,Санкт-Петербург,бухгалтер,80000,нет
Абулханов,Александр,муж,46,187,Калининград,инженер,70000,да
Абуталиа,Ольга,жен,32,180,Омск,инженер,50000,да
Абянова,Евгения,жен,58,179,Санкт-Петербург,учитель,350000,да
Авакумов,Максим,муж,55,165,Калининград,руководитель группы,300000,да
Авангардов,Пётр,муж,36,184,Мурманск,ведущий инженер,150000,да
Августов,Пётр,муж,27,168,Владимир,кондитер,800000,нет
Авдеичев,Антон,муж,43,186,Ачинск,руководитель группы,500000,да
