Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абабилов,Пётр,муж,48,184,Москва,директор предприятия,600000,нет
Абаринова,Мария,жен,27,165,Владимир,инженер,700000,нет
Абаясов,Максим,муж,23,180,Санкт-Петербург,конструктор,600000,нет
Абгалина,Кристина,жен,30,176,Казань,директор предприятия,800000,нет
Абдраева,Дарья,жен,47,167,Уфа,учитель,800000,нет
Абдул-галиева,Диана,жен,28,174,Ачинск,кондитер,45000,да
Абдулкакова,Евгения,жен,20,155,Казань,учитель,60000,да
Абдулхаков,Александр,муж,23,184,Уфа,руководитель группы,800000,да
Абдюшев,Александр,муж,57,185,Ачинск,руководитель группы,50000,да
Абелева,Диана,жен,30,159,Калининград,конструктор,25000,нет
Абидалина,Кристина,жен,54,166,Уфа,руководитель группы,25000,нет
Абидуллина,Евгения,жен,29,171,Санкт-Петербург,кондитер,80000,нет
Аблекова,Анна,жен,55,171,Москва,бухгалтер,80000,нет
Аболемов,Василий,муж,24,173,Рязань,конструктор,150000,нет
Аболонышева,Анна,жен,39,186,Санкт-Петербург,конструктор,150000,да
Абрахманова,Мария,жен,43,157,Москва,кондитер,400000,нет
Абрикосова,Дарья,жен,58,169,Москва,ведущий инженер,50000,да
Абрярова,Мария,жен,40,185,Владимир,кондитер,60000,да
Абубикарова,Кристина,жен,21,171,Санкт-Петербург,инженер,900000,нет
Абунагимова,Юлия,жен,54,181,Калининград,кондитер,500000,нет
Авагимов,Александр,муж,30,169,Мурманск,бухгалтер,100000,да
Авандеев,Сергей,муж,43,181,Рязань,директор предприятия,35000,да
Аверхов,Никита,муж,41,162,Казань,конструктор,500000,да
Авиев,Сергей,муж,41,161,Уфа,руководитель группы,90000,нет
Аврукина,Дарья,жен,51,177,Рязань,ведущий инженер,500000,нет
Авсатов,Андрей,муж,44,158,Москва,учитель,50000,нет
Автикеева,Юлия,жен,35,159,Владимир,инженер,500000,нет
Авязова,Дарья,жен,31,164,Мурманск,ведущий инженер,100000,да
Аганова,Анастасия,жен,20,177,Рязань,кондитер,800000,да
Агапенкова,Юлия,жен,48,185,Рязань,директор предприятия,50000,нет
Агарунова,Юлия,жен,29,157,Москва,конструктор,300000,нет
Агашкина,Юлия,жен,23,156,Санкт-Петербург,учитель,800000,нет
Агенкова,Дарья,жен,50,186,Омск,инженер,200000,да
Аглицкова,Марина,жен,26,175,Омск,учитель,400000,нет
Агольцов,Василий,муж,48,163,Рязань,конструктор,45000,да
Аграфенов,Андрей,муж,32,176,Ачинск,ведущий инженер,150000,нет
Агурскова,Мария,жен,46,159,Омск,инженер,300000,нет
Адамушкина,Юлия,жен,40,162,Владимир,конструктор,800000,нет
Аданькина,Ольга,жен,23,164,Мурманск,конструктор,35000,да
Адиатуллина,Марина,жен,18,170,Мурманск,учитель,200000,да
Адиотов,Андрей,муж,22,185,Владимир,кондитер,60000,да
Адлатулова,Анастасия,жен,36,182,Москва,инженер,80000,нет
Адоньев,Сергей,муж,33,184,Мурманск,кондитер,80000,да
Адушкина,Мария,жен,44,155,Казань,ведущий инженер,700000,да
Аерова,Дарья,жен,39,161,Калининград,бухгалтер,600000,нет
Ажишев,Никита,муж,22,179,Омск,бухгалтер,500000,да
Азаркова,Анна,жен,21,178,Санкт-Петербург,инженер,600000,да
Азизова,Марина,жен,55,162,Уфа,конструктор,200000,да
Азнабакиев,Пётр,муж,41,158,Москва,учитель,40000,да
Айдюханова,Анна,жен,43,189,Ачинск,кондитер,400000,да
Айзитуллина,Кристина,жен,28,188,Владимир,конструктор,70000,да
Айлистов,Александр,муж,44,176,Ачинск,учитель,80000,да
Айметова,Дарья,жен,29,165,Рязань,директор предприятия,35000,нет
Айтабаева,Дарья,жен,38,178,Уфа,бухгалтер,60000,нет
Акалелова,Дарья,жен,58,161,Мурманск,бухгалтер,300000,да
Акаченкова,Дарья,жен,46,188,Владимир,конструктор,250000,да
Акимфиева,Анна,жен,47,155,Москва,кондитер,200000,нет
Аккерманцева,Анна,жен,32,176,Омск,бухгалтер,25000,нет
Акопян-тенева,Анастасия,жен,54,155,Мурманск,конструктор,25000,нет
Аксенов-журавлев,Пётр,муж,26,160,Казань,конструктор,25000,нет
Аксенычев,Василий,муж,22,176,Мурманск,инженер,600000,да
Акулишина,Диана,жен,35,166,Мурманск,ведущий инженер,250000,нет
Акципетров,Василий,муж,40,173,Ачинск,директор предприятия,60000,нет
Аладов,Никита,муж,24,170,Санкт-Петербург,ведущий инженер,200000,нет
Алапаева,Дарья,жен,44,160,Казань,кондитер,80000,да
Алвазов,Александр,муж,21,184,Рязань,бухгалтер,300000,нет
Алдана,Дарья,жен,40,189,Владимир,ведущий инженер,300000,да
