Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Аандреева,Марина,жен,39,159,Рязань,инженер,40000,да
Абалихина,Марина,жен,49,173,Казань,конструктор,20000,нет
Абаренова,Анастасия,жен,43,173,Мурманск,ведущий инженер,300000,да
Абашичева,Мария,жен,46,161,Мурманск,инженер,25000,да
Абдраманов,Сергей,муж,39,163,Омск,конструктор,150000,нет
Абдулбариева,Кристина,жен,34,182,Рязань,руководитель группы,80000,нет
Абдулимов,Пётр,муж,32,170,Мурманск,руководитель группы,400000,нет
Абдулхамова,Евгения,жен,53,189,Калининград,руководитель группы,600000,нет
Абдуханов,Сергей,муж,42,162,Владимир,бухгалтер,300000,да
Абигаев,Максим,муж,33,174,Уфа,руководитель группы,250000,нет
Аблаев,Михаил,муж,44,177,Мурманск,конструктор,200000,да
Аблов,Василий,муж,33,156,Казань,руководитель группы,30000,нет
Аболикина,Анна,жен,52,180,Ачинск,директор предприятия,60000,да
Аборвалов,Сергей,муж,41,161,Калининград,руководитель группы,90000,да
Абразякова,Диана,жен,39,176,Казань,ведущий инженер,300000,да
Абрасиенков,Антон,муж,53,175,Москва,учитель,30000,да
Абрашова,Кристина,жен,22,157,Рязань,директор предприятия,30000,нет
Авакимова,Мария,жен,41,181,Омск,кондитер,300000,нет
Авдаев,Никита,муж,54,166,Рязань,ведущий инженер,50000,да
Авдеечева,Мария,жен,43,162,Омск,бухгалтер,35000,да
Авдокушина,Диана,жен,24,168,Омск,учитель,60000,нет
Авельчев,Александр,муж,43,174,Омск,конструктор,30000,нет
Аверьева,Евгения,жен,45,170,Рязань,директор предприятия,40000,да
Авлева,Анна,жен,46,175,Владимир,инженер,30000,да
Аврукина,Диана,жен,23,188,Мурманск,инженер,70000,нет
Аврясова,Евгения,жен,35,170,Москва,ведущий инженер,800000,нет
Автюхов,Александр,муж,56,163,Уфа,учитель,90000,да
Агадюкова,Евгения,жен,19,185,Калининград,директор предприятия,60000,да
Агапова-колпахчева,Ольга,жен,54,176,Уфа,ведущий инженер,600000,нет
Агапчева,Дарья,жен,46,175,Казань,ведущий инженер,100000,нет
Агатеев,Сергей,муж,59,176,Санкт-Петербург,учитель,400000,нет
Агашишев,Пётр,муж,30,183,Омск,ведущий инженер,500000,нет
Агенков,Никита,муж,43,168,Владимир,учитель,25000,да
Аглеева,Анна,жен,43,170,Рязань,конструктор,400000,да
Аглицкова,Мария,жен,44,161,Москва,кондитер,60000,да
Агракова,Евгения,жен,32,160,Рязань,директор предприятия,400000,да
Агулов,Сергей,муж,50,155,Калининград,директор предприятия,60000,нет
Агурькова,Анастасия,жен,26,181,Владимир,инженер,70000,да
Адамцева,Юлия,жен,31,172,Омск,учитель,700000,да
Адасова,Ольга,жен,46,174,Уфа,кондитер,250000,нет
Аджиенкоа,Ольга,жен,58,163,Казань,бухгалтер,50000,да
Адов,Антон,муж,19,175,Калининград,кондитер,100000,нет
Адюкова,Анастасия,жен,49,169,Москва,руководитель группы,350000,нет
Азаниев,Андрей,муж,44,177,Санкт-Петербург,директор предприятия,900000,нет
Азаронов,Александр,муж,23,163,Москва,конструктор,500000,нет
Азоркина,Кристина,жен,38,183,Ачинск,ведущий инженер,50000,нет
Азыева,Марина,жен,29,161,Владимир,инженер,350000,да
Айгельдина,Марина,жен,54,163,Рязань,директор предприятия,200000,да
Айнидинов,Андрей,муж,51,189,Уфа,конструктор,70000,да
Айшина,Анастасия,жен,20,158,Москва,инженер,20000,да
Акакиашвилиа,Дарья,жен,26,181,Калининград,ведущий инженер,500000,да
Акжитова,Евгения,жен,32,182,Омск,бухгалтер,600000,нет
Акирбекова,Диана,жен,45,186,Мурманск,руководитель группы,20000,да
Аккалаева,Кристина,жен,29,172,Владимир,директор предприятия,800000,нет
Аконова,Ольга,жен,55,160,Мурманск,конструктор,50000,нет
Акрамова,Анастасия,жен,48,167,Омск,конструктор,400000,да
Аксенов-журавлев,Василий,муж,43,189,Уфа,руководитель группы,250000,нет
Аксинина,Дарья,жен,42,164,Санкт-Петербург,руководитель группы,350000,нет
Акульчева,Мария,жен,45,164,Уфа,ведущий инженер,60000,да
Акшинска,Анастасия,жен,44,183,Санкт-Петербург,руководитель группы,90000,да
Алавердиева,Марина,жен,37,176,Рязань,кондитер,50000,да
Алазов,Никита,муж,35,160,Ачинск,директор предприятия,600000,да
Алашинов,Сергей,муж,33,186,Санкт-Петербург,конструктор,350000,да
Албуланов,Антон,муж,56,185,Мурманск,кондитер,900000,нет
Алеексеенков,Василий,муж,53,188,Калининград,учитель,100000,да
Алеенков,Василий,муж,40,180,Уфа,бухгалтер,35000,нет
Алексеев-мохова,Диана,жен,48,157,Владимир,конструктор,600000,нет
Алексеечев,Михаил,муж,36,184,Москва,директор предприятия,300000,нет
Алектров,Михаил,муж,49,182,Рязань,инженер,80000,нет
Алеплеев,Пётр,муж,42,186,Казань,конструктор,100000,нет
Алешинов,Максим,муж,42,170,Ачинск,конструктор,100000,да
Алжанова,Юлия,жен,51,171,Ачинск,ведущий инженер,50000,нет
Аликанова,Юлия,жен,35,187,Мурманск,бухгалтер,50000,нет
Алимгулов,Максим,муж,40,166,Ачинск,бухгалтер,500000,нет
Алипьев,Сергей,муж,28,163,Рязань,инженер,80000,нет
Алистратова,Анна,жен,30,182,Москва,конструктор,30000,да
Алканов,Александр,муж,51,172,Ачинск,конструктор,900000,нет
Алкеева,Анна,жен,34,180,Владимир,руководитель группы,900000,да
Аллянова,Марина,жен,44,159,Ачинск,ведущий инженер,200000,да
Алнатов,Никита,муж,50,177,Владимир,кондитер,40000,нет
Алпаров,Максим,муж,25,167,Калининград,конструктор,350000,да
Алтупина,Дарья,жен,25,168,Казань,директор предприятия,300000,да
Алымбаев,Максим,муж,51,160,Санкт-Петербург,кондитер,80000,нет
Альбакринова,Мария,жен,29,160,Владимир,инженер,100000,да
Альвинов,Сергей,муж,56,162,Уфа,руководитель группы,45000,нет
Альминдеров,Александр,муж,22,161,Рязань,конструктор,70000,нет
Альшанников,Василий,муж,40,162,Уфа,учитель,500000,да
Аляйников,Андрей,муж,25,172,Ачинск,конструктор,800000,да
Аляуданова,Марина,жен,32,181,Казань,руководитель группы,600000,нет
Амелюшкина,Дарья,жен,27,159,Казань,ведущий инженер,600000,нет
Амерсланова,Марина,жен,31,182,Владимир,ведущий инженер,40000,да
Амирев,Никита,муж,30,157,Мурманск,руководитель группы,350000,да
Амподистова,Ольга,жен,45,185,Санкт-Петербург,руководитель группы,35000,нет
Амфилохов,Антон,муж,29,165,Мурманск,бухгалтер,30000,нет
Анаников,Никита,муж,21,178,Рязань,руководитель группы,35000,да
Анастасенкова,Диана,жен,19,159,Владимир,кондитер,350000,да
Ангиров,Александр,муж,38,175,Рязань,кондитер,40000,нет
Андриюца,Евгения,жен,54,178,Уфа,учитель,40000,нет
Андрияшкина,Юлия,жен,34,182,Калининград,конструктор,600000,нет
Андряхина,Анна,жен,29,173,Рязань,бухгалтер,900000,да
Аникопов,Антон,муж,20,184,Рязань,бухгалтер,400000,нет
Анискина,Марина,жен,20,173,Владимир,кондитер,30000,да
Аниятова,Анна,жен,22,188,Казань,учитель,500000,да
Аношечкина,Юлия,жен,48,170,Казань,инженер,900000,нет
Антилова,Диана,жен,40,169,Ачинск,директор предприятия,400000,нет
Антипина,Диана,жен,37,176,Калининград,бухгалтер,90000,да
Антонишина,Евгения,жен,30,182,Владимир,кондитер,30000,да
Антонюшина,Диана,жен,20,170,Казань,кондитер,70000,нет
Антусева,Мария,жен,25,170,Ачинск,инженер,40000,нет
Анурьев,Александр,муж,35,189,Рязань,кондитер,350000,нет
Анфилонова,Кристина,жен,50,185,Мурманск,конструктор,40000,нет
Анхимова,Евгения,жен,58,157,Уфа,директор предприятия,50000,да
Анцыферова,Ольга,жен,22,186,Санкт-Петербург,кондитер,250000,да
Аншиков,Антон,муж,33,183,Казань,кондитер,700000,нет
Апакова,Анастасия,жен,20,176,Ачинск,инженер,200000,да
Апахина,Мария,жен,18,156,Омск,учитель,300000,да
Аполькова,Мария,жен,42,182,Санкт-Петербург,ведущий инженер,90000,да
Апполоненков,Пётр,муж,38,183,Владимир,учитель,90000,нет
Апроськина,Анна,жен,34,169,Москва,ведущий инженер,20000,нет
Арабаджиева,Марина,жен,40,174,Казань,бухгалтер,25000,нет
Аргаков,Никита,муж,28,164,Санкт-Петербург,бухгалтер,800000,нет
Ардаев,Никита,муж,46,175,Рязань,инженер,300000,да
Ардасенов,Пётр,муж,55,170,Мурманск,бухгалтер,80000,нет
Арещенкова,Анна,жен,34,161,Владимир,ведущий инженер,500000,да
Арженикова,Мария,жен,53,158,Мурманск,ведущий инженер,400000,нет
Аринчев,Сергей,муж,23,161,Омск,кондитер,300000,нет
Арифулова,Дарья,жен,19,175,Калининград,руководитель группы,40000,да
Аркашева,Анна,жен,22,158,Санкт-Петербург,учитель,150000,да
Армеев,Никита,муж,31,181,Калининград,ведущий инженер,350000,да
Арсаналиев,Антон,муж,39,184,Москва,ведущий инженер,80000,да
Арсиев,Александр,муж,27,173,Санкт-Петербург,конструктор,800000,нет
Артамонов,Андрей,муж,54,181,Рязань,кондитер,900000,нет
Артомонова,Евгения,жен,39,171,Рязань,руководитель группы,250000,да
Артомошкина,Марина,жен,59,184,Москва,учитель,150000,нет
Арушанов,Андрей,муж,50,159,Владимир,ведущий инженер,40000,да
Архипков,Михаил,муж,42,185,Владимир,кондитер,20000,нет
Арчелков,Андрей,муж,43,165,Калининград,ведущий инженер,200000,нет
Аряев,Максим,муж,42,183,Рязань,учитель,45000,нет
Асатуров,Пётр,муж,59,161,Мурманск,ведущий инженер,150000,нет
Асеева,Евгения,жен,33,183,Казань,директор предприятия,100000,да
Асков,Пётр,муж,31,178,Казань,учитель,20000,да
Астафичев,Александр,муж,40,186,Омск,руководитель группы,100000,да
Астраханцева,Кристина,жен,53,177,Владимир,конструктор,800000,да
Атабаева,Евгения,жен,43,155,Санкт-Петербург,инженер,800000,да
Атанасова,Юлия,жен,44,189,Омск,конструктор,60000,нет
Атеева,Кристина,жен,54,172,Владимир,ведущий инженер,30000,да
Ативанова,Анастасия,жен,47,164,Омск,руководитель группы,900000,нет
Атматфанов,Никита,муж,24,175,Москва,учитель,50000,да
Атрошков,Антон,муж,42,162,Ачинск,бухгалтер,400000,нет
Атякшева,Евгения,жен,41,177,Мурманск,инженер,400000,да
Афанаськов,Александр,муж,35,167,Ачинск,кондитер,60000,да
