Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абадаев,Михаил,муж,31,184,Санкт-Петербург,кондитер,400000,да
Абакаева,Анастасия,жен,55,170,Калининград,инженер,25000,да
Абакулов,Никита,муж,20,182,Уфа,руководитель группы,25000,нет
Абаркина,Марина,жен,22,171,Омск,инженер,900000,нет
Абгаджава,Юлия,жен,54,171,Рязань,директор предприятия,150000,да
Абгалина,Мария,жен,28,180,Калининград,учитель,400000,нет
Абдрашитова,Евгения,жен,26,164,Москва,ведущий инженер,25000,нет
Абдряев,Антон,муж,43,180,Омск,ведущий инженер,300000,нет
Абдулгалимова,Анна,жен,20,169,Владимир,кондитер,90000,да
Абдулимова,Юлия,жен,31,161,Калининград,руководитель группы,400000,нет
Абдулоджанова,Евгения,жен,56,167,Владимир,конструктор,50000,нет
Абдурагимов,Максим,муж,58,186,Казань,бухгалтер,800000,да
Абдуталипова,Диана,жен,48,181,Калининград,конструктор,800000,нет
Абдуханов,Андрей,муж,21,166,Уфа,учитель,30000,да
Абельханова,Марина,жен,44,184,Уфа,руководитель группы,150000,да
Абзалетдинов,Сергей,муж,47,176,Санкт-Петербург,кондитер,70000,да
Аблакатова,Дарья,жен,22,171,Рязань,инженер,80000,нет
Аблецова,Марина,жен,58,185,Ачинск,учитель,800000,да
Абмаев,Пётр,муж,58,176,Владимир,конструктор,350000,да
Абнова,Диана,жен,47,175,Санкт-Петербург,инженер,500000,нет
Аболина,Анна,жен,39,158,Санкт-Петербург,конструктор,40000,нет
Аболица,Анна,жен,40,168,Мурманск,ведущий инженер,100000,нет
Абрамова-бубненкова,Диана,жен,47,187,Москва,ведущий инженер,45000,нет
Абрамчикова,Мария,жен,27,158,Ачинск,ведущий инженер,900000,нет
Абрахинов,Василий,муж,19,173,Уфа,бухгалтер,45000,да
Абришитова,Марина,жен,50,169,Уфа,ведущий инженер,700000,нет
Абубакаров,Александр,муж,45,160,Калининград,директор предприятия,250000,да
Абулеев,Максим,муж,28,166,Мурманск,руководитель группы,70000,нет
Абуталыбова,Мария,жен,25,163,Владимир,инженер,150000,да
Абхазова,Кристина,жен,24,187,Омск,директор предприятия,70000,нет
Абызгильдина,Юлия,жен,41,157,Рязань,конструктор,60000,нет
Авачева,Диана,жен,40,160,Москва,ведущий инженер,800000,да
Авдеечева,Дарья,жен,33,179,Казань,учитель,25000,нет
Авдоничева,Анна,жен,50,156,Владимир,кондитер,900000,да
Авдышева,Марина,жен,30,163,Калининград,руководитель группы,30000,да
Авдюгина,Анна,жен,44,179,Москва,конструктор,150000,нет
Аверечкина,Мария,жен,54,170,Ачинск,кондитер,70000,нет
Аверичева,Дарья,жен,39,177,Казань,кондитер,200000,да
Аверцев,Пётр,муж,57,187,Рязань,инженер,45000,да
Авиров,Михаил,муж,40,182,Мурманск,директор предприятия,100000,нет
Авлеева,Анастасия,жен,40,166,Владимир,бухгалтер,600000,да
Авсарагова,Анастасия,жен,40,178,Ачинск,конструктор,40000,нет
Автаев,Антон,муж,54,161,Рязань,кондитер,250000,нет
Автократов,Андрей,муж,42,182,Уфа,кондитер,60000,нет
Автюкова,Анастасия,жен,33,174,Уфа,конструктор,30000,нет
Авходеев,Александр,муж,29,160,Ачинск,конструктор,60000,нет
Агавельяна,Юлия,жен,28,165,Казань,учитель,500000,да
Агайдарова,Диана,жен,53,163,Санкт-Петербург,инженер,25000,нет
Аганушкина,Кристина,жен,20,163,Ачинск,ведущий инженер,30000,да
Агараньяна,Кристина,жен,26,166,Омск,учитель,20000,да
Агасьянца,Евгения,жен,52,157,Рязань,руководитель группы,200000,да
Агафов,Максим,муж,24,176,Санкт-Петербург,конструктор,700000,нет
Агачев,Никита,муж,23,174,Омск,бухгалтер,70000,да
Агентов,Никита,муж,24,168,Владимир,ведущий инженер,500000,да
Агизов,Василий,муж,27,163,Ачинск,инженер,30000,да
Агкацев,Василий,муж,33,167,Калининград,бухгалтер,700000,нет
Аглинцев,Андрей,муж,56,181,Владимир,инженер,900000,да
Агонидов,Михаил,муж,46,163,Уфа,ведущий инженер,25000,нет
Аграпинова,Анастасия,жен,31,170,Санкт-Петербург,конструктор,30000,да
Адалев,Пётр,муж,33,180,Санкт-Петербург,руководитель группы,350000,да
