Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Абалаков,Антон,муж,37,179,Владимир,конструктор,100000,нет
Абаносимова,Анастасия,жен,19,178,Мурманск,ведущий инженер,100000,нет
Абахова,Диана,жен,19,160,Калининград,учитель,600000,нет
Абдракипов,Михаил,муж,48,162,Мурманск,директор предприятия,90000,да
Абдул-керимов,Андрей,муж,47,179,Мурманск,инженер,100000,да
Абдулина,Юлия,жен,37,166,Москва,инженер,200000,да
Абдулхабиров,Максим,муж,44,174,Казань,бухгалтер,800000,да
Абдурохманова,Диана,жен,57,181,Ачинск,ведущий инженер,50000,нет
Абельска,Диана,жен,53,173,Рязань,ведущий инженер,400000,да
Абенов,Василий,муж,33,187,Москва,кондитер,50000,нет
Абидова,Юлия,жен,35,168,Москва,кондитер,90000,нет
Абишев,Андрей,муж,27,179,Мурманск,ведущий инженер,250000,нет
Абляева,Анастасия,жен,35,180,Рязань,директор предприятия,40000,нет
Аборкина,Диана,жен,39,184,Казань,кондитер,300000,нет
Абрамейцев,Сергей,муж,43,165,Казань,учитель,300000,нет
Абранина,Анна,жен,32,155,Калининград,бухгалтер,60000,да
Абрикосов,Антон,муж,56,169,Уфа,инженер,70000,нет
Аброситова,Евгения,жен,40,179,Рязань,учитель,40000,нет
Абсатаров,Максим,муж,37,170,Калининград,кондитер,500000,нет
Абугов,Андрей,муж,27,160,Мурманск,учитель,400000,да
Абушаева,Марина,жен,38,176,Владимир,кондитер,25000,да
Абянов,Андрей,муж,53,166,Санкт-Петербург,ведущий инженер,100000,нет
Аванинов,Андрей,муж,43,188,Калининград,бухгалтер,100000,да
Авдакова,Марина,жен,47,185,Москва,руководитель группы,400000,да
Авдякова,Анна,жен,26,183,Калининград,конструктор,400000,нет
Аверичева,Марина,жен,47,159,Москва,кондитер,800000,нет
Авинкина,Евгения,жен,42,175,Ачинск,директор предприятия,30000,нет
Аворкина,Дарья,жен,42,177,Калининград,ведущий инженер,25000,да
Авсенев,Михаил,муж,59,156,Калининград,кондитер,70000,нет
Автюкова,Диана,жен,33,180,Омск,ведущий инженер,700000,нет
Агавелов,Сергей,муж,18,184,Ачинск,директор предприятия,200000,нет
Агапчикова,Дарья,жен,19,176,Рязань,инженер,150000,да
Агафоников,Сергей,муж,42,184,Калининград,кондитер,100000,нет
Агашкина,Марина,жен,30,172,Калининград,ведущий инженер,60000,нет
Агиев,Сергей,муж,21,167,Санкт-Петербург,конструктор,70000,да
Агизова,Мария,жен,53,157,Рязань,руководитель группы,350000,да
Аглиуллина,Диана,жен,45,174,Омск,конструктор,60000,нет
Агошков,Сергей,муж,50,186,Ачинск,бухгалтер,70000,да
Агурова,Диана,жен,38,156,Уфа,кондитер,25000,нет
Адегова,Анастасия,жен,29,186,Уфа,директор предприятия,900000,нет
Аджигитова,Дарья,жен,30,174,Ачинск,конструктор,800000,нет
Адитайса,Юлия,жен,47,167,Казань,директор предприятия,50000,нет
Адмиральска,Дарья,жен,54,188,Москва,конструктор,600000,нет
Адуйсков,Никита,муж,58,159,Владимир,директор предприятия,80000,да
Ажнина,Дарья,жен,25,182,Казань,ведущий инженер,90000,да
Азаев,Антон,муж,48,157,Казань,учитель,25000,да
Азаркевича,Диана,жен,33,176,Казань,учитель,250000,нет
Азибекяна,Дарья,жен,58,168,Калининград,руководитель группы,70000,да
Аималетдинов,Антон,муж,42,162,Казань,директор предприятия,200000,да
Айбетова,Юлия,жен,42,170,Калининград,директор предприятия,70000,нет
Айдуганова,Марина,жен,49,156,Казань,конструктор,600000,нет
Айзатулина,Ольга,жен,26,163,Владимир,учитель,300000,да
Айитеа,Юлия,жен,18,170,Ачинск,учитель,900000,да
Акайзина,Анна,жен,24,170,Москва,директор предприятия,150000,нет
Аквилева,Евгения,жен,42,173,Казань,бухгалтер,40000,да
Акейников,Андрей,муж,36,170,Мурманск,ведущий инженер,80000,нет
Акимочкина,Анна,жен,23,159,Калининград,директор предприятия,150000,да
Акинфеев,Михаил,муж,36,180,Мурманск,бухгалтер,300000,нет
Аклаев,Михаил,муж,35,166,Омск,бухгалтер,45000,да
Акопджанова,Марина,жен,52,170,Рязань,инженер,600000,нет
Акудинова,Мария,жен,24,171,Калининград,бухгалтер,100000,нет
Акулинцев,Никита,муж,26,160,Мурманск,учитель,800000,нет
Акутов,Сергей,муж,58,158,Рязань,руководитель группы,600000,нет
Акчурина,Марина,жен,35,156,Мурманск,кондитер,25000,нет
Алаенков,Александр,муж,42,171,Ачинск,руководитель группы,800000,да
Аламова,Евгения,жен,39,169,Казань,руководитель группы,150000,нет
Алатеева,Анастасия,жен,59,181,Санкт-Петербург,директор предприятия,600000,да
Алгунов,Сергей,муж,49,161,Калининград,ведущий инженер,80000,нет
Алдабаева,Диана,жен,57,163,Санкт-Петербург,конструктор,150000,да
Алдюхов,Максим,муж,46,180,Рязань,бухгалтер,25000,нет
Алексеечев,Пётр,муж,39,160,Калининград,руководитель группы,300000,нет
Алексинцев,Андрей,муж,27,183,Калининград,конструктор,500000,нет
